"Var1","Freq"
"E02003587",37
"E02003588",86
"E02003589",25
"E02003590",85
"E02003591",102
"E02003592",111
"E02003593",171
"E02003594",69
"E02003595",94
"E02003596",64
"E02003597",143
"E02003598",81
"E02003599",12
"E02003600",19
"E02003601",54
"E02003602",41
"E02003603",57
"E02003604",49
"E02003605",36
"E02003606",48
"E02003607",52
"E02003608",58
"E02003609",39
"E02003610",19
"E02003611",24
"E02003612",39
"E02003613",26
"E02003614",21
"E02003615",31
"E02003616",40
"E02003617",56
"E02003618",51
"E02003619",63
"E02003620",44
"E02003621",40
"E02003622",62
"E02003623",55
"E02003624",19
"E02003625",34
"E02003626",37
"E02003627",42
"E02003628",38
"E02003629",65
"E02003630",32
"E02003631",24
"E02003632",16
"E02003633",36
"E02003634",84
"E02003635",26
"E02003636",33
"E02003637",67
"E02003638",21
"E02003639",29
"E02003640",31
"E02003641",24
"E02003642",21
"E02003643",34
"E02003644",38
"E02003645",42
"E02003646",41
"E02003647",44
"E02003648",23
"E02003649",15
"E02003650",60
"E02003651",66
"E02003652",29
"E02003653",14
"E02003654",36
"E02003655",49
"E02003656",34
"E02003657",45
"E02003658",48
"E02003659",73
"E02003660",45
"E02003661",42
"E02003662",27
"E02003663",44
"E02003664",33
"E02003665",39
"E02003666",40
"E02003667",29
"E02003668",33
"E02003669",27
"E02003670",43
"E02003671",28
"E02003672",64
"E02003673",44
"E02003674",36
"E02003675",33
"E02003676",80
"E02003677",35
"E02003678",38
"E02003679",28
"E02003680",47
"E02003681",46
"E02003682",46
"E02003683",24
"E02003685",34
"E02003686",24
"E02003687",21
"E02003688",49
"E02003689",44
"E02003690",28
"E02003691",43
"E02003692",62
"E02003693",51
"E02003694",30
"E02003695",45
"E02003696",38
"E02003697",61
"E02003698",85
"E02003699",47
"E02003701",58
"E02003702",130
"E02003703",24
"E02003704",16
"E02003705",23
"E02003706",43
"E02003707",34
"E02003708",23
"E02003709",26
"E02003710",71
"E02003711",44
"E02003712",55
"E02003713",29
"E02003714",31
"E02003715",41
"E02003716",24
"E02003717",26
"E02003718",3
"E02003719",24
"E02003720",21
"E02003721",33
"E02003722",26
"E02003723",33
"E02003724",44
"E02003725",108
"E02003726",10
"E02003727",17
"E02003728",32
"E02003729",37
"E02003730",55
"E02003731",48
"E02003732",20
"E02003733",23
"E02003734",34
"E02003735",47
"E02003736",39
"E02003737",25
"E02003738",19
"E02003739",25
"E02003740",32
"E02003742",3
"E02003743",17
"E02003744",15
"E02003745",30
"E02003746",22
"E02003747",22
"E02003748",2
"E02003749",15
"E02003750",20
"E02003751",22
"E02003752",19
"E02003753",53
"E02003754",25
"E02003755",11
"E02003756",14
"E02003757",23
"E02003758",24
"E02003759",23
"E02003760",33
"E02003761",30
"E02003762",47
"E02003763",33
"E02003764",27
"E02003765",22
"E02003766",25
"E02003767",23
"E02003768",38
"E02003769",26
"E02003770",23
"E02003771",34
"E02003772",14
"E02003773",32
"E02003774",18
"E02003775",27
"E02003776",24
"E02003777",38
"E02003778",29
"E02003779",25
"E02003780",63
"E02003781",35
"E02003783",43
"E02003784",37
"E02003785",53
"E02003786",33
"E02003787",30
"E02003788",48
"E02003789",21
"E02003790",32
"E02003791",52
"E02003792",33
"E02003793",28
"E02003794",65
"E02003795",59
"E02003796",35
"E02003797",59
"E02003798",31
"E02003799",36
"E02003800",36
"E02003801",30
"E02003802",29
"E02003803",91
"E02003804",36
"E02003805",52
"E02003806",32
"E02003807",44
"E02003808",28
"E02003809",102
"E02003810",46
"E02003811",13
"E02003812",9
"E02003813",13
"E02003814",21
"E02003815",29
"E02003816",18
"E02003817",36
"E02003818",20
"E02003819",11
"E02003820",24
"E02003821",15
"E02003822",65
"E02003823",18
"E02003824",19
"E02003825",23
"E02003826",22
"E02003827",26
"E02003828",45
"E02003829",34
"E02003830",34
"E02003831",43
"E02003832",13
"E02003833",19
"E02003834",33
"E02003835",27
"E02003836",25
"E02003837",62
"E02003838",28
"E02003839",25
"E02003840",39
"E02003841",56
"E02003842",46
"E02003843",28
"E02003844",22
"E02003845",43
"E02003846",25
"E02003847",23
"E02003848",26
"E02003849",50
"E02003850",21
"E02003851",33
"E02003852",24
"E02003853",39
"E02003854",21
"E02003855",26
"E02003856",40
"E02003857",19
"E02003858",21
"E02003859",62
"E02003860",24
"E02003861",19
"E02003862",22
"E02003863",16
"E02003864",46
"E02003865",35
"E02003866",24
"E02003867",28
"E02003868",23
"E02003869",36
"E02003870",37
"E02003871",26
"E02003872",80
"E02003873",30
"E02003874",27
"E02003875",59
"E02003876",23
"E02003877",33
"E02003878",25
"E02003879",38
"E02003880",17
"E02003881",17
"E02003882",20
"E02003883",32
"E02003884",36
"E02003885",30
"E02003886",43
"E02003887",23
"E02003888",23
"E02003889",30
"E02003890",31
"E02003891",21
"E02003892",21
"E02003893",26
"E02003894",31
"E02003895",32
"E02003896",15
"E02003897",30
"E02003898",29
"E02003899",40
"E02003900",31
"E02003901",59
"E02003902",17
"E02003903",41
"E02003904",35
"E02003905",31
"E02003906",24
"E02003907",40
"E02003908",33
"E02003909",57
"E02003910",39
"E02003911",41
"E02003912",44
"E02003913",34
"E02003914",40
"E02003915",23
"E02003916",34
"E02003917",30
"E02003918",54
"E02003919",48
"E02003920",44
"E02003921",33
"E02003922",61
"E02003923",28
"E02003924",41
"E02003925",50
"E02003926",77
"E02003927",36
"E02003928",22
"E02003929",49
"E02003930",30
"E02003931",57
"E02003932",82
"E02003933",34
"E02003934",31
"E02003935",19
"E02003936",39
"E02003937",21
"E02003938",58
"E02003939",21
"E02003940",24
"E02003941",30
"E02003942",33
"E02003943",51
"E02003944",46
"E02003945",36
"E02003946",100
"E02003947",53
"E02003948",50
"E02003949",18
"E02003950",27
"E02003951",27
"E02003952",44
"E02003953",45
"E02003954",15
"E02003955",26
"E02003956",26
"E02003957",42
"E02003958",18
"E02003959",15
"E02003960",31
"E02003961",11
"E02003962",12
"E02003963",20
"E02003964",29
"E02003965",42
"E02003966",70
"E02003967",51
"E02003968",47
"E02003969",40
"E02003970",59
"E02003971",35
"E02003972",53
"E02003973",49
"E02003974",29
"E02003975",45
"E02003976",92
"E02003977",17
"E02003978",17
"E02003979",44
"E02003980",39
"E02003981",25
"E02003982",32
"E02003983",17
"E02003984",34
"E02003985",45
"E02003986",34
"E02003987",20
"E02003988",37
"E02003989",50
"E02003990",84
"E02003991",54
"E02003992",57
"E02003993",44
"E02003994",45
"E02003995",57
"E02003996",56
"E02003997",42
"E02003998",40
"E02003999",68
"E02004000",32
"E02004001",37
"E02004002",50
"E02004003",37
"E02004004",48
"E02004005",37
"E02004006",30
"E02004007",30
"E02004008",19
"E02004009",20
"E02004010",29
"E02004011",51
"E02004012",56
"E02004013",31
"E02004014",43
"E02004015",83
"E02004016",49
"E02004017",48
"E02004018",29
"E02004019",28
"E02004020",53
"E02004021",40
"E02004022",43
"E02004023",23
"E02004024",38
"E02004025",28
"E02004026",27
"E02004027",31
"E02004028",48
"E02004029",32
"E02004030",101
"E02004031",54
"E02004032",42
"E02004033",62
"E02004034",86
"E02004035",110
"E02004036",70
"E02004037",63
"E02004038",55
"E02004039",94
"E02004040",42
"E02004041",36
"E02004043",101
"E02004044",91
"E02004045",72
"E02004046",52
"E02004047",35
"E02004048",75
"E02004049",74
"E02004050",47
"E02004051",111
"E02004052",74
"E02004053",43
"E02004054",51
"E02004055",76
"E02004056",71
"E02004057",73
"E02004058",85
"E02004059",53
"E02004060",58
"E02004061",56
"E02004062",76
"E02004063",67
"E02004064",124
"E02004065",82
"E02004066",80
"E02004067",56
"E02004068",80
"E02004069",89
"E02004070",60
"E02004071",32
"E02004072",79
"E02004073",112
"E02004074",42
"E02004075",68
"E02004076",44
"E02004077",69
"E02004078",33
"E02004080",46
"E02004081",95
"E02004082",65
"E02004083",35
"E02004084",60
"E02004085",55
"E02004086",48
"E02004087",31
"E02004088",26
"E02004089",26
"E02004090",25
"E02004091",34
"E02004092",31
"E02004093",51
"E02004094",38
"E02004095",47
"E02004096",75
"E02004097",72
"E02004098",45
"E02004100",41
"E02004102",38
"E02004103",23
"E02004104",57
"E02004105",61
"E02004106",70
"E02004108",65
"E02004109",56
"E02004110",46
"E02004111",74
"E02004112",92
"E02004113",105
"E02004114",94
"E02004115",75
"E02004116",66
"E02004117",97
"E02004118",42
"E02004119",67
"E02004120",43
"E02004121",60
"E02004122",34
"E02004123",69
"E02004124",58
"E02004125",84
"E02004126",60
"E02004128",106
"E02004129",13
"E02004130",19
"E02004131",17
"E02004132",34
"E02004133",30
"E02004134",81
"E02004135",39
"E02004136",19
"E02004137",29
"E02004138",30
"E02004139",39
"E02004140",27
"E02004141",32
"E02004142",48
"E02004143",54
"E02004144",59
"E02004145",40
"E02004146",53
"E02004147",25
"E02004148",79
"E02004149",62
"E02004150",36
"E02004151",49
"E02004152",26
"E02004153",48
"E02004154",29
"E02004155",39
"E02004156",75
"E02004157",30
"E02004158",23
"E02004159",119
"E02004160",38
"E02004161",32
"E02004162",64
"E02004163",34
"E02004164",15
"E02004165",35
"E02004166",17
"E02004167",31
"E02004168",22
"E02004169",53
"E02004170",63
"E02004171",31
"E02004172",22
"E02004173",37
"E02004174",30
"E02004175",24
"E02004176",40
"E02004177",40
"E02004178",50
"E02004179",39
"E02004180",18
"E02004181",31
"E02004182",34
"E02004183",38
"E02004184",44
"E02004185",34
"E02004186",58
"E02004187",24
"E02004188",10
"E02004189",51
"E02004190",32
"E02004191",59
"E02004192",66
"E02004193",50
"E02004194",30
"E02004195",55
"E02004196",46
"E02004197",67
"E02004198",30
"E02004199",42
"E02004200",23
"E02004201",11
"E02004202",54
"E02004203",19
"E02004204",52
"E02004205",33
"E02004206",21
"E02004207",42
"E02004208",32
"E02004209",47
"E02004210",34
"E02004211",36
"E02004212",42
"E02004213",27
"E02004214",35
"E02004215",25
"E02004216",37
"E02004217",30
"E02004218",17
"E02004219",30
"E02004220",34
"E02004221",19
"E02004222",21
"E02004223",54
"E02004224",28
"E02004225",15
"E02004226",25
"E02004227",38
"E02004228",43
"E02004229",37
"E02004230",24
"E02004231",40
"E02004232",35
"E02004233",46
"E02004234",44
"E02004235",48
"E02004236",60
"E02004237",46
"E02004238",27
"E02004239",33
"E02004240",27
"E02004241",57
"E02004242",37
"E02004243",37
"E02004244",24
"E02004245",34
"E02004246",59
"E02004247",46
"E02004248",31
"E02004249",16
"E02004250",32
"E02004251",34
"E02004252",26
"E02004253",45
"E02004254",48
"E02004255",26
"E02004256",38
"E02004257",28
"E02004258",35
"E02004259",47
"E02004260",84
"E02004261",48
"E02004262",40
"E02004263",56
"E02004264",56
"E02004265",56
"E02004266",50
"E02004267",75
"E02004268",43
"E02004269",41
"E02004270",23
"E02004271",37
"E02004272",66
"E02004273",43
"E02004274",17
"E02004275",46
"E02004276",22
"E02004277",35
"E02004278",14
"E02004279",43
"E02004280",45
"E02004281",35
"E02004282",41
"E02004283",54
"E02004284",42
"E02004285",37
"E02004286",30
"E02004287",44
"E02004288",22
"E02004289",44
"E02004290",38
"E02004291",42
"E02004292",60
"E02004293",62
"E02004294",34
"E02004295",62
"E02004296",71
"E02004297",91
"E02004298",105
"E02004299",52
"E02004300",67
"E02004301",58
"E02004302",74
"E02004303",77
"E02004304",57
"E02004305",76
"E02004306",51
"E02004307",70
"E02004308",33
"E02004309",37
"E02004310",58
"E02004311",92
"E02004312",23
"E02004313",34
"E02004314",62
"E02004315",112
"E02004316",74
"E02004317",63
"E02004318",56
"E02004319",51
"E02004320",51
"E02004321",80
"E02004322",73
"E02004323",67
"E02004324",60
"E02004325",51
"E02004326",75
"E02004327",29
"E02004328",48
"E02004329",38
"E02004330",29
"E02004331",63
"E02004332",82
"E02004333",32
"E02004334",50
"E02004335",67
"E02004336",69
"E02004337",72
"E02004338",86
"E02004339",68
"E02004340",85
"E02004341",48
"E02004342",23
"E02004343",27
"E02004344",85
"E02004345",146
"E02004346",117
"E02004347",24
"E02004348",65
"E02004349",74
"E02004350",89
"E02004351",63
"E02004352",74
"E02004353",31
"E02004354",110
"E02004355",61
"E02004356",36
"E02004357",29
"E02004358",37
"E02004359",45
"E02004361",43
"E02004362",24
"E02004363",32
"E02004364",34
"E02004365",30
"E02004366",52
"E02004367",49
"E02004368",55
"E02004369",83
"E02004370",58
"E02004371",51
"E02004372",48
"E02004373",45
"E02004374",29
"E02004375",36
"E02004376",54
"E02004377",70
"E02004378",29
"E02004379",58
"E02004380",78
"E02004381",55
"E02004382",62
"E02004383",44
"E02004384",37
"E02004385",23
"E02004386",46
"E02004387",19
"E02004388",15
"E02004389",44
"E02004390",36
"E02004391",27
"E02004392",45
"E02004393",43
"E02004394",42
"E02004395",67
"E02004396",54
"E02004397",48
"E02004398",37
"E02004399",50
"E02004400",66
"E02004401",31
"E02004402",36
"E02004403",36
"E02004404",55
"E02004405",29
"E02004406",29
"E02004407",31
"E02004408",27
"E02004409",21
"E02004410",36
"E02004411",36
"E02004412",40
"E02004413",46
"E02004414",27
"E02004415",57
"E02004416",27
"E02004417",35
"E02004418",8
"E02004419",14
"E02004420",84
"E02004421",44
"E02004422",79
"E02004423",43
"E02004424",21
"E02004425",19
"E02004426",26
"E02004427",34
"E02004428",23
"E02004429",29
"E02004430",18
"E02004431",18
"E02004432",43
"E02004433",31
"E02004434",41
"E02004435",36
"E02004436",20
"E02004437",35
"E02004438",35
"E02004439",30
"E02004440",19
"E02004441",32
"E02004442",21
"E02004443",36
"E02004444",24
"E02004445",22
"E02004446",17
"E02004447",19
"E02004448",26
"E02004449",31
"E02004450",17
"E02004451",26
"E02004452",59
"E02004453",39
"E02004454",41
"E02004455",29
"E02004456",30
"E02004457",52
"E02004458",49
"E02004459",41
"E02004460",44
"E02004461",15
"E02004462",56
"E02004463",25
"E02004464",64
"E02004465",23
"E02004466",29
"E02004467",16
"E02004468",38
"E02004469",35
"E02004470",25
"E02004471",45
"E02004472",26
"E02004473",15
"E02004474",23
"E02004475",17
"E02004476",20
"E02004477",18
"E02004478",21
"E02004479",22
"E02004480",17
"E02004481",12
"E02004482",28
"E02004483",22
"E02004484",19
"E02004485",76
"E02004486",35
"E02004487",51
"E02004488",26
"E02004489",54
"E02004490",30
"E02004491",26
"E02004492",43
"E02004493",37
"E02004494",73
"E02004495",46
"E02004496",24
"E02004497",50
"E02004498",39
"E02004499",13
"E02004500",55
"E02004501",31
"E02004502",55
"E02004503",18
"E02004504",8
"E02004505",54
"E02004506",44
"E02004507",70
"E02004508",31
"E02004509",86
"E02004512",64
"E02004513",55
"E02004514",32
"E02004515",53
"E02004516",31
"E02004517",50
"E02004518",30
"E02004519",39
"E02004520",38
"E02004521",55
"E02004522",34
"E02004523",51
"E02004524",28
"E02004525",27
"E02004526",27
"E02004527",32
"E02004528",35
"E02004529",45
"E02004530",21
"E02004531",21
"E02004532",26
"E02004533",23
"E02004534",26
"E02004535",50
"E02004536",26
"E02004537",37
"E02004538",41
"E02004539",34
"E02004540",17
"E02004541",31
"E02004542",27
"E02004543",18
"E02004544",36
"E02004545",44
"E02004546",27
"E02004547",48
"E02004548",13
"E02004549",28
"E02004550",24
"E02004551",19
"E02004552",22
"E02004553",19
"E02004554",18
"E02004555",7
"E02004556",45
"E02004557",31
"E02004558",42
"E02004559",39
"E02004560",21
"E02004561",44
"E02004562",15
"E02004563",20
"E02004564",22
"E02004565",43
"E02004566",30
"E02004567",24
"E02004568",34
"E02004569",22
"E02004570",27
"E02004571",13
"E02004572",45
"E02004573",18
"E02004574",44
"E02004575",55
"E02004576",56
"E02004577",30
"E02004578",26
"E02004579",72
"E02004580",72
"E02004581",55
"E02004582",42
"E02004583",37
"E02004584",24
"E02004585",42
"E02004586",25
"E02004587",15
"E02004588",36
"E02004589",23
"E02004590",55
"E02004591",20
"E02004592",45
"E02004593",35
"E02004594",13
"E02004595",50
"E02004596",56
"E02004597",20
"E02004598",45
"E02004599",68
"E02004600",43
"E02004601",37
"E02004602",31
"E02004603",35
"E02004604",26
"E02004605",22
"E02004606",46
"E02004607",53
"E02004608",71
"E02004609",35
"E02004610",52
"E02004611",70
"E02004612",46
"E02004613",23
"E02004614",20
"E02004615",44
"E02004616",46
"E02004617",50
"E02004618",119
"E02004619",108
"E02004620",42
"E02004621",40
"E02004622",35
"E02004623",57
"E02004624",68
"E02004625",90
"E02004626",124
"E02004627",46
"E02004628",77
"E02004629",102
"E02004630",117
"E02004631",87
"E02004632",88
"E02004633",93
"E02004634",93
"E02004635",89
"E02004636",26
"E02004637",43
"E02004638",20
"E02004639",87
"E02004640",13
"E02004641",9
"E02004642",60
"E02004643",18
"E02004644",60
"E02004645",27
"E02004646",48
"E02004647",34
"E02004648",21
"E02004649",21
"E02004650",61
"E02004651",87
"E02004652",95
"E02004653",96
"E02004654",65
"E02004655",47
"E02004656",132
"E02004657",66
"E02004658",39
"E02004659",70
"E02004660",76
"E02004661",68
"E02004662",88
"E02004663",45
"E02004664",32
"E02004665",57
"E02004666",50
"E02004667",58
"E02004668",49
"E02004669",78
"E02004670",74
"E02004671",80
"E02004672",55
"E02004673",63
"E02004674",47
"E02004675",33
"E02004676",44
"E02004677",48
"E02004678",62
"E02004679",68
"E02004680",30
"E02004681",55
"E02004682",53
"E02004683",41
"E02004684",45
"E02004685",48
"E02004686",25
"E02004687",27
"E02004688",52
"E02004689",52
"E02004690",38
"E02004691",67
"E02004692",33
"E02004693",35
"E02004694",42
"E02004695",47
"E02004696",30
"E02004697",43
"E02004698",35
"E02004699",44
"E02004700",26
"E02004702",27
"E02004703",73
"E02004704",38
"E02004705",30
"E02004706",29
"E02004707",82
"E02004708",48
"E02004709",33
"E02004710",32
"E02004712",55
"E02004713",36
"E02004714",42
"E02004715",28
"E02004716",31
"E02004717",56
"E02004718",22
"E02004719",43
"E02004720",46
"E02004721",42
"E02004722",45
"E02004723",24
"E02004724",37
"E02004725",22
"E02004726",22
"E02004727",33
"E02004728",48
"E02004729",35
"E02004730",43
"E02004731",22
"E02004732",25
"E02004733",43
"E02004734",32
"E02004735",39
"E02004736",20
"E02004737",35
"E02004738",19
"E02004739",38
"E02004740",26
"E02004741",33
"E02004742",47
"E02004743",23
"E02004744",43
"E02004745",16
"E02004746",39
"E02004747",13
"E02004748",32
"E02004749",29
"E02004750",24
"E02004751",22
"E02004752",20
"E02004753",29
"E02004754",46
"E02004755",65
"E02004756",27
"E02004757",17
"E02004758",46
"E02004759",42
"E02004760",34
"E02004761",26
"E02004764",34
"E02004765",22
"E02004766",24
"E02004767",19
"E02004768",24
"E02004769",25
"E02004770",33
"E02004771",32
"E02004772",28
"E02004774",47
"E02004775",43
"E02004776",39
"E02004777",26
"E02004778",19
"E02004779",73
"E02004780",14
"E02004781",26
"E02004782",32
"E02004783",29
"E02004784",68
"E02004785",57
"E02004786",47
"E02004787",43
"E02004788",28
"E02004789",68
"E02004790",34
"E02004791",16
"E02004792",47
"E02004793",45
"E02004794",47
"E02004795",81
"E02004796",42
"E02004797",37
"E02004798",15
"E02004799",18
"E02004800",31
"E02004801",35
"E02004802",23
"E02004803",20
"E02004804",21
"E02004805",47
"E02004806",33
"E02004807",41
"E02004808",51
"E02004809",31
"E02004810",21
"E02004811",21
"E02004812",14
"E02004813",22
"E02004814",53
"E02004815",22
"E02004816",109
"E02004817",57
"E02004818",89
"E02004819",35
"E02004820",55
"E02004821",41
"E02004822",57
"E02004823",31
"E02004824",14
"E02004825",64
"E02004826",47
"E02004827",25
"E02004828",40
"E02004829",35
"E02004830",54
"E02004831",76
"E02004832",59
"E02004833",45
"E02004834",38
"E02004835",52
"E02004836",34
"E02004837",57
"E02004838",96
"E02004839",67
"E02004840",51
"E02004841",85
"E02004842",41
"E02004843",21
"E02004844",17
"E02004845",14
"E02004846",11
"E02004847",13
"E02004848",20
"E02004849",15
"E02004850",8
"E02004851",13
"E02004852",9
"E02004853",12
"E02004854",9
"E02004855",8
"E02004856",28
"E02004857",25
"E02004858",18
"E02004859",35
"E02004860",12
"E02004861",17
"E02004862",25
"E02004863",29
"E02004864",25
"E02004865",27
"E02004866",14
"E02004867",24
"E02004868",38
"E02004869",18
"E02004870",46
"E02004871",15
"E02004872",18
"E02004873",37
"E02004874",15
"E02004875",27
"E02004876",53
"E02004877",36
"E02004878",20
"E02004879",39
"E02004880",30
"E02004881",34
"E02004882",40
"E02004883",35
"E02004884",31
"E02004885",28
"E02004886",28
"E02004887",47
"E02004888",24
"E02004889",25
"E02004890",30
"E02004891",22
"E02004892",18
"E02004893",14
"E02004894",34
"E02004895",31
"E02004896",34
"E02004897",26
"E02004898",26
"E02004899",56
"E02004900",34
"E02004901",52
"E02004902",24
"E02004903",30
"E02004904",33
"E02004905",36
"E02004906",40
"E02004907",39
"E02004908",33
"E02004909",25
"E02004910",23
"E02004911",31
"E02004912",33
"E02004913",47
"E02004914",50
"E02004915",22
"E02004916",41
"E02004917",30
"E02004918",30
"E02004919",35
"E02004920",43
"E02004921",30
"E02004922",55
"E02004923",45
"E02004924",14
"E02004925",39
"E02004926",26
"E02004927",46
"E02004928",14
"E02004929",82
"E02004930",25
"E02004931",22
"E02004932",26
"E02004933",22
"E02004934",20
"E02004935",41
"E02004936",11
"E02004937",36
"E02004938",45
"E02004939",22
"E02004940",24
"E02004941",33
"E02004942",37
"E02004943",30
"E02004944",17
"E02004945",47
"E02004946",20
"E02004947",16
"E02004948",17
"E02004949",32
"E02004950",10
"E02004951",25
"E02004952",16
"E02004953",22
"E02004954",35
"E02004955",16
"E02004956",49
"E02004957",24
"E02004958",30
"E02004959",25
"E02004960",15
"E02004961",34
"E02004962",21
"E02004963",36
"E02004964",31
"E02004965",20
"E02004966",23
"E02004967",26
"E02004968",46
"E02004969",14
"E02004970",20
"E02004971",23
"E02004972",28
"E02004973",17
"E02004974",16
"E02004975",34
"E02004976",47
"E02004977",11
"E02004978",32
"E02004979",17
"E02004980",20
"E02004981",36
"E02004982",18
"E02004983",32
"E02004984",23
"E02004985",42
"E02004986",29
"E02004987",25
"E02004988",22
"E02004989",57
"E02004990",42
"E02004991",26
"E02004992",22
"E02004993",27
"E02004994",31
"E02004995",23
"E02004996",41
"E02004997",38
"E02004998",48
"E02004999",73
"E02005000",57
"E02005001",51
"E02005002",35
"E02005003",22
"E02005004",44
"E02005005",36
"E02005006",15
"E02005007",30
"E02005008",41
"E02005009",21
"E02005010",27
"E02005011",34
"E02005012",26
"E02005013",30
"E02005014",28
"E02005015",36
"E02005016",24
"E02005017",29
"E02005018",38
"E02005019",33
"E02005020",33
"E02005021",68
"E02005022",35
"E02005023",33
"E02005025",69
"E02005026",40
"E02005027",50
"E02005028",46
"E02005029",43
"E02005030",46
"E02005031",21
"E02005032",17
"E02005033",28
"E02005034",25
"E02005035",46
"E02005036",25
"E02005037",31
"E02005038",32
"E02005039",39
"E02005040",38
"E02005041",42
"E02005042",74
"E02005043",39
"E02005044",23
"E02005045",46
"E02005046",36
"E02005047",40
"E02005048",27
"E02005049",36
"E02005050",75
"E02005051",77
"E02005052",37
"E02005053",46
"E02005054",42
"E02005055",33
"E02005056",41
"E02005057",24
"E02005058",12
"E02005059",32
"E02005060",44
"E02005061",28
"E02005062",25
"E02005063",31
"E02005064",31
"E02005065",27
"E02005066",38
"E02005067",22
"E02005068",42
"E02005069",31
"E02005070",45
"E02005071",65
"E02005072",34
"E02005073",36
"E02005074",27
"E02005075",46
"E02005076",35
"E02005077",39
"E02005078",47
"E02005079",23
"E02005080",39
"E02005081",36
"E02005082",50
"E02005083",35
"E02005084",26
"E02005085",41
"E02005086",14
"E02005087",16
"E02005088",36
"E02005089",21
"E02005090",19
"E02005091",39
"E02005093",18
"E02005094",73
"E02005095",28
"E02005096",55
"E02005097",35
"E02005098",56
"E02005099",60
"E02005100",44
"E02005101",33
"E02005102",28
"E02005103",34
"E02005104",47
"E02005105",15
"E02005106",54
"E02005107",65
"E02005109",58
"E02005110",57
"E02005111",26
"E02005112",28
"E02005113",31
"E02005114",35
"E02005115",19
"E02005116",22
"E02005117",27
"E02005118",42
"E02005119",37
"E02005120",46
"E02005121",38
"E02005122",21
"E02005123",52
"E02005124",40
"E02005125",32
"E02005126",32
"E02005127",30
"E02005128",36
"E02005129",29
"E02005130",43
"E02005131",35
"E02005132",37
"E02005133",53
"E02005134",37
"E02005135",35
"E02005136",34
"E02005137",33
"E02005138",29
"E02005139",32
"E02005140",40
"E02005141",46
"E02005142",74
"E02005143",35
"E02005144",42
"E02005145",52
"E02005146",19
"E02005147",28
"E02005148",43
"E02005149",65
"E02005150",32
"E02005151",58
"E02005153",24
"E02005154",51
"E02005155",44
"E02005156",43
"E02005157",27
"E02005158",37
"E02005159",43
"E02005160",50
"E02005161",22
"E02005162",34
"E02005163",24
"E02005164",35
"E02005165",52
"E02005166",32
"E02005167",23
"E02005168",23
"E02005169",55
"E02005170",33
"E02005171",35
"E02005172",21
"E02005173",24
"E02005174",32
"E02005175",34
"E02005176",39
"E02005177",30
"E02005178",36
"E02005179",52
"E02005180",38
"E02005181",32
"E02005182",36
"E02005183",38
"E02005184",43
"E02005185",60
"E02005186",53
"E02005189",28
"E02005190",59
"E02005191",40
"E02005192",43
"E02005193",28
"E02005194",33
"E02005195",37
"E02005196",53
"E02005197",15
"E02005198",45
"E02005199",43
"E02005200",23
"E02005201",33
"E02005202",51
"E02005203",81
"E02005204",34
"E02005205",44
"E02005206",45
"E02005207",29
"E02005208",65
"E02005209",28
"E02005210",57
"E02005211",52
"E02005212",52
"E02005213",67
"E02005214",26
"E02005215",74
"E02005216",34
"E02005217",65
"E02005218",39
"E02005219",50
"E02005220",33
"E02005221",63
"E02005222",99
"E02005223",63
"E02005224",27
"E02005225",61
"E02005226",31
"E02005228",22
"E02005229",33
"E02005230",51
"E02005231",45
"E02005233",40
"E02005234",44
"E02005235",27
"E02005236",84
"E02005237",34
"E02005238",29
"E02005239",90
"E02005240",25
"E02005241",17
"E02005242",30
"E02005243",33
"E02005244",25
"E02005245",56
"E02005246",30
"E02005247",77
"E02005248",34
"E02005249",27
"E02005250",48
"E02005251",34
"E02005252",26
"E02005253",39
"E02005254",64
"E02005255",25
"E02005256",42
"E02005257",19
"E02005258",37
"E02005259",41
"E02005260",25
"E02005261",47
"E02005262",72
"E02005263",18
"E02005264",49
"E02005265",54
"E02005266",18
"E02005267",17
"E02005268",26
"E02005269",56
"E02005270",75
"E02005271",47
"E02005272",31
"E02005273",31
"E02005274",58
"E02005275",35
"E02005276",60
"E02005277",62
"E02005278",44
"E02005279",59
"E02005280",95
"E02005281",85
"E02005284",36
"E02005285",66
"E02005286",55
"E02005287",9
"E02005288",66
"E02005289",23
"E02005290",39
"E02005291",24
"E02005292",19
"E02005293",16
"E02005294",48
"E02005295",24
"E02005296",44
"E02005297",34
"E02005298",52
"E02005299",34
"E02005300",15
"E02005301",34
"E02005302",30
"E02005303",31
"E02005304",53
"E02005305",71
"E02005306",90
"E02005307",54
"E02005308",72
"E02005309",40
"E02005310",36
"E02005311",71
"E02005312",34
"E02005313",36
"E02005314",30
"E02005315",28
"E02005316",13
"E02005317",18
"E02005318",46
"E02005319",49
"E02005320",22
"E02005321",33
"E02005322",66
"E02005323",33
"E02005324",65
"E02005325",55
"E02005326",53
"E02005327",50
"E02005328",42
"E02005329",46
"E02005330",47
"E02005331",44
"E02005332",54
"E02005334",8
"E02005335",39
"E02005336",38
"E02005337",47
"E02005338",57
"E02005339",45
"E02005340",34
"E02005341",34
"E02005342",25
"E02005343",27
"E02005344",41
"E02005345",27
"E02005346",52
"E02005347",43
"E02005348",26
"E02005349",30
"E02005350",35
"E02005351",56
"E02005352",44
"E02005353",44
"E02005354",40
"E02005355",40
"E02005356",50
"E02005357",27
"E02005358",30
"E02005359",25
"E02005360",66
"E02005361",37
"E02005362",14
"E02005363",30
