"AtcoCode","OperatorRef","NationalCoachCode","Name","NameLang","LongName","LongNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"1100DEC11095","","900044385C","The Green","","The Green","","U","296306","76587","2014-10-21T13:58:43","2014-07-14T15:18:19",0,"new"
"1100DEC11096","","900044385A","Westcliff Road","","Westcliff Road","","U","296162","76443","2014-10-21T13:59:11","2014-07-14T15:18:19",0,"new"
"1100DEM55090","","900044111","Shelter","","Shelter","","U","287216","70287","2014-10-21T13:58:52","2014-06-11T14:15:17",13,"del"
"1100DEM55090","","900044111A","Shelter","","Shelter","","U","287216","70287","2014-10-21T13:58:52","2014-06-11T14:15:17",13,"del"
"1100DEM55091","","900044111C","Shelter","","Shelter","","U","287231","70254","2014-10-21T13:58:52","2014-07-31T16:31:25",7,"del"
"1100DEM55095","","900044110A","Rail Station","","Rail Station","","U","286694","71148","2014-10-21T13:58:52","2014-07-14T15:18:19",0,"new"
"1100DEM55097","","900044110C","Rail Station","","Rail Station","","U","286699","71178","2014-10-21T13:58:52","2014-07-14T15:18:17",0,"new"
"1100DEZ05139","","900042025","Bus Station","","Bus Station","","U","256030","133075","2014-10-21T13:58:41","2014-07-14T15:18:19",0,"new"
"1100DEZ05166","","900042565","Bus Station","","Bus Station","","U","295534","112402","2014-10-21T13:59:05","2014-07-14T15:18:18",0,"new"
"1100PLY38636","","900044345","Dawlish Road","","Dawlish Road","","U","294353","73218","2014-10-21T13:59:33","2014-07-14T15:18:19",0,"new"
"1180PLB11991","","900043340","Crabtree","","Crabtree","","U","251598","56475","2014-10-21T14:00:24","2014-07-14T15:18:18",0,"new"
"1180PLB11991","","900043340A","Crabtree","","Crabtree","","U","251598","56475","2014-10-21T14:00:24","2014-07-14T15:18:18",0,"new"
"1180PLC30044","","900043340C","Plymouth Road Superstore","","Plymouth Road Superstore","","U","251633","56421","2014-10-21T14:00:30","2014-07-14T15:18:19",0,"new"
"1180PLZ01966","","900043345","Bretonside Bus Station","","Bretonside Bus Station","","U","248176","54559","2014-10-21T14:00:28","2014-09-13T11:57:05",0,"new"
"1190TOA10002","","900044185","Bank Lane","","Bank Lane","","U","292372","56050","2014-10-21T14:01:12","2014-07-14T15:18:17",0,"new"
"1190TOA10225","","900044105B","Great Western Road","","Great Western Road","","U","288891","60538","2014-10-21T14:01:12","2014-07-14T15:18:18",0,"new"
"1190TOA10662","","900044155","Coach Station","","Coach Station","","U","291086","64862","2014-10-21T14:01:11","2014-07-14T15:18:18",0,"new"
"1190TOZ00813","","900044105","Bus Station","","Bus Station","","U","288825","60602","2014-10-21T14:01:12","2014-05-19T15:58:18",34,"new"
"1190TOZ00813","","900044105A","Bus Station","","Bus Station","","U","288825","60602","2014-10-21T14:01:12","2014-05-19T15:58:18",34,"new"
"1200022838","","900045316A","Post Office","","Post Office","","U","392316","87454","2014-10-21T14:02:16","2014-07-14T15:18:20",0,"new"
"1200BOB20182","","900065056C","Bargates","","Bargates","","U","415639","93029","2014-10-21T14:02:07","2014-07-28T20:21:44",0,"new"
"1200DOA90860","","900045345","Marks and Spencer","","Marks and Spencer","","U","368042","79108","2014-10-21T14:02:24","2014-08-23T10:37:54",0,"new"
"1200DOB20266","","900045055A","Coach Station","","Coach Station","","U","346254","92940","2014-10-21T14:01:48","2014-07-14T15:18:18",0,"new"
"1200DOB21240","","900045180C","Greenhill","","Greenhill","","U","363681","116902","2014-10-21T14:02:22","2014-07-14T15:18:19",0,"new"
"1200DOB21241","","900045180A","Coldharbour","","Coldharbour","","U","363810","117048","2014-10-21T14:02:04","2014-07-14T15:18:19",0,"new"
"1200DOB21308","","900089265A","The Town Hall","","The Town Hall","","U","386263","122962","2014-10-21T14:02:09","2014-07-14T15:18:18",0,"new"
"1200DOB21309","","900089265C","The Town Hall","","The Town Hall","","U","386255","122943","2014-10-21T14:02:09","2014-07-14T15:18:18",0,"new"
"1200DOZ04776","","900045395","South Station","","South Station","","U","369187","90035","2014-10-21T14:01:52","2014-07-14T15:18:19",0,"new"
"1200POA10060","","900045316C","Red Lion","","Red Lion","","U","392319","87412","2014-10-21T14:02:20","2014-07-14T15:18:19",0,"new"
"1200POA10069","","900045317C","East Street","","East Street","","U","396168","81953","2014-10-21T14:02:20","2014-07-14T15:18:18",0,"new"
"1200POA10070","","900045317A","East Street","","East Street","","U","396151","81962","2014-10-21T14:02:20","2014-07-14T15:18:18",0,"new"
"1200POA10113","","900045318","Bus Station","","Bus Station","","U","402904","78907","2014-10-21T14:02:10","2014-07-14T15:18:19",0,"new"
"1200POA10900","","900065056A","Bargates","","Bargates","","U","415629","93010","2014-10-21T14:02:07","2014-07-28T20:21:44",0,"new"
"1200POA11004","","900065029A","Sea Corner","","Sea Corner","","U","421554","93702","2014-10-21T14:01:48","2014-07-14T15:18:18",0,"new"
"1200POA11005","","900065029C","Sea Corner","","Sea Corner","","U","421519","93671","2014-10-21T14:01:48","2014-07-14T15:18:18",0,"new"
"1280DOB20945","","900065656","Bournemouth University","","Bournemouth University","","U","407252","93723","2014-10-21T14:02:52","2014-08-15T11:11:28",2,"new"
"1280POA05802","","900065416","Seldown Coach Station","","Seldown Coach Station","","U","401720","90865","2014-10-21T14:02:53","2014-07-14T15:18:19",0,"new"
"1280POA11595","","900065436C","St Johns Church","","St Johns Church","","U","404353","92133","2014-10-21T14:02:55","2014-07-14T15:18:18",0,"new"
"1280POA11603","","900065036A","Branksome Station","","Branksome Station","","U","405582","91975","2014-10-21T14:02:53","2014-07-14T15:18:19",0,"new"
"1280POA11604","","900065036C","Branksome Station","","Branksome Station","","U","405604","91954","2014-10-21T14:02:53","2014-07-14T15:18:18",0,"new"
"1280POA11623","","900065111C","County Gates","","County Gates","","U","406705","91483","2014-10-21T14:02:53","2014-07-14T15:18:18",0,"new"
"1280POX38425","","900065436A","St Johns Church","","St Johns Church","","U","404365","92146","2014-10-21T14:02:55","2014-07-14T15:18:18",0,"new"
"1290BOT11618","","900065111A","County Gates","","County Gates","","U","406789","91555","2014-10-21T14:03:06","2014-07-28T20:21:35",0,"new"
"1290POX38418","","900065026","Bournemouth Station","","Bournemouth Station","","U","409639","91917","2014-10-21T14:03:07","2014-07-28T20:21:35",0,"new"
"13002158K","","900070012","South Burns Stand K","","South Burns Stand K","","U","427387","551634","2005-06-02T00:00:00","2010-10-11T10:00:00",4,"rev"
"13005528C","","900070022","Bus Station","","Bus Station","","U","426972","542569","2005-06-02T00:00:00","2014-10-01T10:00:00",5,"rev"
"1400EB0073","","900059127A","Coopers Hill","","Coopers Hill","","U","558661","102813","2005-08-08T00:00:00","2006-12-07T10:01:00",1,"rev"
"1400EB0074","","900059127C","Coopers Hill","","Coopers Hill","","U","558630","102851","2005-08-08T00:00:00","2009-04-21T09:17:00",2,"rev"
"1400EB0086","","900059137A","Church Street","","Church Street","","U","559069","102392","2005-08-08T00:00:00","2010-08-23T17:39:00",2,"rev"
"1400EB0087","","900059137C","Church Street","","Church Street","","U","559050","102392","2005-08-08T00:00:00","2010-08-23T17:41:00",2,"rev"
"1400EB94192","","900059116","Railway Station","","Railway Station","","U","561009","99135","2006-11-21T00:00:00","2011-04-01T12:27:00",5,"rev"
"1400HA0007","","900059746C","Harley Shute Road Bottom","","Harley Shute Road Bottom","","U","577836","108783","2006-11-21T00:00:00","2013-10-07T13:45:00",3,"rev"
"1400HA0016","","900059746A","Harley Shute Road Bottom","","Harley Shute Road Bottom","","U","578007","108778","2006-11-21T00:00:00","2013-10-07T13:49:00",4,"rev"
"1400HA0108","","900059736C","Warrior Square","","Warrior Square","","U","580526","108973","2006-11-21T00:00:00","2009-02-18T16:43:00",2,"rev"
"1400HA0109","","900059736A","Warrior Square","","Warrior Square","","U","580562","108965","2006-11-21T00:00:00","2009-02-18T16:43:00",2,"rev"
"1400HA0177","","900059877A","Sainsbury's","","Sainsbury's","","U","579685","112988","2005-08-08T00:00:00","2011-06-07T09:53:00",3,"rev"
"1400HA0178","","900059877C","Sainsbury's","","Sainsbury's","","U","579734","113032","2005-08-08T00:00:00","2011-06-07T09:53:00",3,"rev"
"1400HA84361","","900059766C","Priory Meadow","","Priory Meadow","","U","581783","109499","2005-08-08T00:00:00","2009-02-18T10:59:00",2,"rev"
"1400HA84367","","900059766A","Priory Meadow","","Priory Meadow","","U","581768","109508","2005-08-08T00:00:00","2009-02-18T11:01:00",2,"rev"
"1400LE0087","","900059046A","South Way","","South Way","","U","544677","101372","2006-11-21T00:00:00","2006-11-21T00:00:00",0,"new"
"1400LE0124","","900059077A","Roderick Avenue","","Roderick Avenue","","U","540897","100995","2006-11-21T00:00:00","2006-11-21T00:00:00",0,"new"
"1400LE0125","","900059077C","Roderick Avenue","","Roderick Avenue","","U","540910","101009","2006-11-21T00:00:00","2006-11-21T00:00:00",0,"new"
"1400LE0247","","900059157A","Library","","Library","","U","548391","99204","2005-08-08T00:00:00","2005-08-08T00:00:00",0,"new"
"1400LE0250","","900059157C","Sutton Road","","Sutton Road","","U","548568","99242","2005-08-08T00:00:00","2006-12-10T17:26:00",1,"rev"
"1400LE83990","","900059046C","Lower Place","","Lower Place","","U","544483","101441","2006-11-21T00:00:00","2014-06-11T17:16:00",5,"rev"
"1400RR0014","","900059726A","Abbey","","Abbey","","U","574843","115855","2006-11-21T00:00:00","2006-11-21T00:00:00",0,"new"
"1400RR0015","","900059726C","Abbey","","Abbey","","U","574815","115821","2006-11-21T00:00:00","2011-04-01T15:59:00",1,"rev"
"1400RR0091","","900059768","Town Hall Square","","Town Hall Square","","U","574005","107561","2006-11-21T00:00:00","2010-11-03T12:11:00",4,"rev"
"1400RR0328","","900059797A","Royal George","","Royal George","","U","573372","127143","2005-08-08T00:00:00","2014-10-13T11:23:00",2,"rev"
"1400RR0329","","900059797C","Royal George","","Royal George","","U","573402","127111","2005-08-08T00:00:00","2014-10-13T11:21:00",2,"rev"
"1400RR84140","","900058576A","Hare and Hounds","","Hare and Hounds","","U","571521","131275","2006-12-17T15:56:00","2006-12-17T15:56:00",0,"new"
"1400RR84142","","900058576C","Hare and Hounds","","Hare and Hounds","","U","571538","131272","2006-12-17T15:57:00","2006-12-17T15:57:00",0,"new"
"1400WE0109","","900059156A","Tesco","","Tesco","","U","558943","109560","2005-08-08T00:00:00","2010-08-12T12:36:00",5,"rev"
"1400WE0112","","900059156C","High Street","","High Street","","U","559078","109567","2005-08-08T00:00:00","2010-10-26T15:58:00",6,"rev"
"1400WE0155","","900059197C","St George's Church","","St George's Church","","U","558061","104531","2005-08-08T00:00:00","2010-08-18T13:14:00",6,"rev"
"1400WE0156","","900059197A","St George's Church","","St George's Church","","U","558040","104521","2005-08-08T00:00:00","2010-08-18T13:17:00",7,"rev"
"1400WE0250","","900059016","Bus Station","","Bus Station","","U","547152","120944","2006-11-21T00:00:00","2010-08-19T17:33:00",2,"rev"
"1400WE0383","","900059000A","Golden Cross Inn","","Golden Cross Inn","","U","553638","112474","2006-11-21T00:00:00","2010-08-11T17:58:00",1,"rev"
"1400WE0384","","900059000C","Golden Cross Inn","","Golden Cross Inn","","U","553647","112489","2006-11-21T00:00:00","2010-08-12T11:49:00",1,"rev"
"1400WE0413","","900059256A","School Lane","","School Lane","","U","544207","127931","2006-11-21T00:00:00","2006-11-21T00:00:00",0,"new"
"1400WE0414","","900059256C","School Lane","","School Lane","","U","544221","128000","2006-11-21T00:00:00","2006-11-21T00:00:00",0,"new"
"1400WE0428","","900059537A","Brambletye","","Brambletye","","U","542468","135226","2006-11-21T00:00:00","2014-10-15T08:53:00",2,"rev"
"1400WE0429","","900059537C","Brambletye","","Brambletye","","U","542471","135333","2006-11-21T00:00:00","2008-07-16T11:48:00",2,"rev"
"149000006022","","900059047A","Longridge Avenue","","Longridge Avenue","","U","538214","101923","2005-06-24T00:00:00","2012-02-03T09:18:00",2,"rev"
"149000006035","","900059029C","Preston Circus","","Preston Circus","","U","531207","105384","2005-06-24T00:00:00","2010-01-21T09:54:00",2,"rev"
"149000006039","","900059017C","Preston Drove","","Preston Drove","","U","530278","106331","2005-06-24T00:00:00","2009-05-12T11:42:00",3,"rev"
"149000006052","","900059067C","Black Lion","","Black Lion","","U","530133","108889","2005-06-24T00:00:00","2008-08-29T09:12:00",2,"rev"
"149000006099","","900059086A","King Alfred","","King Alfred","","U","528395","104470","2005-06-24T00:00:00","2009-11-03T13:08:00",3,"rev"
"149000006115","","900059007A","Station Road","","Station Road","","U","526194","104886","2005-06-24T00:00:00","2009-05-13T11:19:00",3,"rev"
"149000006253","","900059008A","Bottom of Carden Avenue","","Bottom of Carden Avenue","","U","530106","107954","2005-06-24T00:00:00","2009-05-13T12:22:00",3,"rev"
"149000006937","","900059020","St Peters Church","","St Peters Church","","U","531418","104901","2005-06-24T00:00:00","2011-06-28T10:39:00",1,"rev"
"149000007022","","900059047C","Longridge Avenue","","Longridge Avenue","","U","538228","101934","2005-06-24T00:00:00","2012-02-03T09:20:00",2,"rev"
"149000007032","","900059029A","Preston Circus","","Preston Circus","","U","531087","105488","2005-06-24T00:00:00","2005-06-24T00:00:00",0,"new"
"149000007039","","900059017A","Preston Drove","","Preston Drove","","U","530234","106563","2005-06-24T00:00:00","2009-05-12T11:43:00",3,"rev"
"149000007052","","900059067A","Black Lion","","Black Lion","","U","530084","108932","2005-06-24T00:00:00","2012-07-16T14:48:00",3,"rev"
"149000007099","","900059086C","King Alfred","","King Alfred","","U","528377","104453","2005-06-24T00:00:00","2009-05-28T16:54:00",2,"rev"
"149000007115","","900059007C","Station Road","","Station Road","","U","526218","104874","2005-06-24T00:00:00","2009-05-21T10:57:00",3,"rev"
"149000007253","","900059008C","Bottom of Carden Avenue","","Bottom of Carden Avenue","","U","530073","107973","2005-06-24T00:00:00","2009-05-21T11:16:00",3,"rev"
"149000020001","","900059076","Pool Valley Coach Station","","Pool Valley Coach Station","","U","531258","103895","2005-06-24T00:00:00","2011-06-28T12:25:00",4,"rev"
"150007004008","","900055104C","The Chequers","","The Chequers","","U","567512","194764","2006-11-06T00:00:00","2013-08-26T15:40:05",7,"rev"
"150032002038","","900053774C","Brightlingsea Road","","Brightlingsea Road","","U","608674","220324","2006-11-06T00:00:00","2013-08-26T15:40:05",8,"rev"
"150032002039","","900053774A","Brightlingsea Road","","Brightlingsea Road","","U","608696","220327","2006-11-06T00:00:00","2013-08-26T15:40:05",8,"rev"
"150032005009","","900053724A","Colchester Road","","Colchester Road","","U","612310","215748","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"150032005010","","900053724C","Colchester Road","","Colchester Road","","U","612314","215719","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"150032010026","","900053784C","Kirby Cross","","Kirby Cross","","U","621911","220847","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"150032010036","","900053734A","Frinton Rail Gates","","Frinton Rail Gates","","U","623573","220460","2006-11-06T00:00:00","2013-09-18T15:53:40",7,"rev"
"150032011025","","900053746A","Central Avenue","","Central Avenue","","U","624416","221047","2006-11-06T00:00:00","2013-08-26T15:40:05",60,"rev"
"150033033003","","900053094A","Valley Road","","Valley Road","","U","602611","223818","2006-11-06T00:00:00","2013-09-18T15:53:40",9,"rev"
"15003303800A","","900053074","Stanwell Street","","Stanwell Street","","U","599738","224935","2012-08-26T06:41:10","2013-10-21T12:08:14",5,"rev"
"150036044034","","900055114","Bus Station","","Bus Station","","U","570568","188416","2006-11-06T00:00:00","2014-10-20T10:42:17",234,"rev"
"15003802001","","900053034","Tesco Store","","Tesco Store","","U","577866","223467","2006-11-06T00:00:00","2014-08-03T15:13:21",5,"rev"
"150041003002","","900055034A","Church","","Church","","U","581088","186982","2006-11-06T00:00:00","2013-11-25T10:17:57",7,"rev"
"150041009002","","900055074A","Bartley Road","","Bartley Road","","U","576555","188451","2006-11-06T00:00:00","2013-08-26T15:40:05",7,"rev"
"150044005002","","900053755C","Chester Holiday Park","","Chester Holiday Park","","U","615131","215693","2006-11-06T00:00:00","2013-08-26T15:40:05",6,"rev"
"150044011002","","900053764","Railway Station Coach Stop","","Railway Station Coach Stop","","U","617608","215267","2006-11-06T00:00:00","2013-10-21T12:08:14",13,"rev"
"1500AA193","","900054084C","The George","","The George","","U","582198","214631","2006-11-06T00:00:00","2013-08-26T15:40:05",5,"rev"
"1500AA193B","","900054084A","The George","","The George","","U","582228","214654","2006-11-06T00:00:00","2013-08-26T15:40:05",7,"rev"
"1500CHBS1","","900054014","Bus Station","","Bus Station","","U","570450","207050","2006-11-06T00:00:00","2014-10-20T10:42:17",234,"rev"
"1500CLACCHUR","","900053744C","Church","","Church","","U","617748","216361","2006-11-06T00:00:00","2014-09-29T10:07:55",7,"rev"
